IDs	length	Exptl.	resolution	R-factor	FreeRvalue
1D3VA	323	XRAY	1.7	0.16	0.18
3GZRA	146	XRAY	1.4	0.14	0.15
3CM3A	176	XRAY	1.32	0.17	0.18
2GZQA	200	XRAY	1.3	0.16	0.18
2ET6A	604	XRAY	2.22	0.2	0.25
5WXLB	106	XRAY	1.9	0.18	0.21
4CILA	287	XRAY	1.5	0.18	0.22
3GHYA	335	XRAY	2	0.23	0.28
6BWLA	328	XRAY	1.45	0.13	0.15
3AHYA	473	XRAY	1.63	0.17	0.22
3OZQA	376	XRAY	1.9	0.23	0.28
2A50B	170	XRAY	1.3	0.15	0.18
2NM0A	253	XRAY	1.99	0.19	0.22
1HPLA	449	XRAY	2.3	0.16	1
3HM7A	448	XRAY	2.6	0.24	0.27
5ERMA	363	XRAY	2.3	0.18	0.21
5O3MA	522	XRAY	2.23	0.17	0.21
3B7FA	394	XRAY	2.2	0.17	0.22
4L1GA	273	XRAY	2.34	0.18	0.22
4OOPA	166	XRAY	1.5	0.17	0.21
3IF4A	119	XRAY	2.18	0.18	0.23
4TZHA	190	XRAY	1.39	0.17	0.19
3IUSA	286	XRAY	1.66	0.22	0.26
2RAOB	146	XRAY	2	0.17	0.22
4GYIA	397	XRAY	2.2	0.19	0.23
2OQCA	327	XRAY	2.5	0.16	0.22
5YH4A	179	XRAY	1.3	0.17	0.19
4O6XA	121	XRAY	2.1	0.18	0.23
2PV4A	145	XRAY	1.95	0.21	0.25
6FCHA	178	XRAY	1.45	0.14	0.17
4U4RN4	155	XRAY	2.8	0.21	0.25
1E9ZB	569	XRAY	3	0.21	0.28
3E6EA	371	XRAY	2.5	0.22	0.26
1Z3EA	132	XRAY	1.5	0.2	0.22
3LWEA	62	XRAY	2.05	0.22	0.28
1TUOA	464	XRAY	1.7	0.22	0.25
4N7WA	307	XRAY	1.95	0.19	0.22
3LH5A	251	XRAY	2.6	0.21	0.28
5C8ZA	284	XRAY	1.6	0.15	0.17
5J1AA	301	XRAY	1.86	0.19	0.22
5G4ZA	179	XRAY	1.98	0.16	0.18
4P8IA	260	XRAY	1.85	0.16	0.21
5GW9A	163	XRAY	1.65	0.18	0.22
3QDSA	143	XRAY	1.15	0.17	0.19
6B4CA	298	XRAY	2.79	0.19	0.21
2A5HA	416	XRAY	2.1	0.19	0.23
4RXJA	113	XRAY	2.1	0.23	0.27
3WYZA	220	XRAY	2.21	0.22	0.28
6H9SA	307	XRAY	1.9	0.17	0.2
4U1EI	347	XRAY	2	0.19	0.22
2Z5WA	136	XRAY	1.35	0.17	0.19
1RYPF	233	XRAY	1.9	0.29	0.33
5C8AA	206	XRAY	2.15	0.18	0.23
3F8TA	506	XRAY	1.9	0.21	0.25
4OV4A	414	XRAY	2	0.16	0.21
1WBIA	129	XRAY	1.4	0.17	0.2
1VLJA	407	XRAY	1.78	0.14	0.19
5M6DA	355	XRAY	2	0.2	0.21
4Y4O1y	113	XRAY	2.3	0.21	0.25
3FKFA	148	XRAY	2.2	0.21	0.26
3W9RA	189	XRAY	1.9	0.19	0.2
5IXUA	117	XRAY	2.5	0.2	0.27
3LAXA	109	XRAY	1.43	0.18	0.23
3KU3A	327	XRAY	1.6	0.2	0.23
1KV0A	66	XRAY	1.4	0.14	0.16
4L2JA	206	XRAY	1.61	0.18	0.22
4G9SA	187	XRAY	0.95	0.13	0.14
3AGYA	181	XRAY	1.85	0.23	0.25
3ECYA	160	XRAY	1.88	0.2	0.22
3LJSA	338	XRAY	1.97	0.23	0.23
3CNUA	116	XRAY	1.9	0.18	0.22
1DTZA	689	XRAY	2.65	0.22	0.27
4N81A	259	XRAY	1.9	0.15	0.18
4O1SA	170	XRAY	2.7	0.18	0.23
5JYJA	210	XRAY	2.3	0.21	0.23
4A14A	344	XRAY	1.6	0.18	0.21
5EX2A	271	XRAY	1.29	0.17	0.2
1RM6A	769	XRAY	1.6	0.15	0.17
1N1TA	641	XRAY	1.6	0.17	0.2
4I9XA	215	XRAY	2.1	0.23	0.27
1WE1A	240	XRAY	2.5	0.22	0.27
2R9UA	174	XRAY	2.1	0.22	0.26
3GIUA	215	XRAY	1.25	0.12	0.15
5TIPA	436	XRAY	2	0.18	0.21
2BOLA	314	XRAY	2.5	0.21	0.26
4JIXA	112	XRAY	2	0.18	0.21
3O13A	198	XRAY	2.05	0.19	0.24
2IZ1A	474	XRAY	2.3	0.14	0.2
2WCOA	765	XRAY	1.94	0.17	0.19
3HTYA	94	XRAY	1.95	0.17	0.21
2A22A	215	XRAY	2.2	0.17	0.21
5X5OA	310	XRAY	1.87	0.19	0.23
1NKVA	256	XRAY	2.9	0.22	0.29
2P91A	285	XRAY	2	0.17	0.2
5U56C	211	XRAY	2.65	0.21	0.26
3BS3A	76	XRAY	1.65	0.18	0.22
3LPMA	259	XRAY	2.4	0.22	0.27
3G39A	170	XRAY	1.55	0.17	0.2
1GXUA	91	XRAY	1.27	0.13	0.16
2VL7A	540	XRAY	2.25	0.23	0.28
2PLGA	163	XRAY	2.6	0.22	0.24
5J98C	430	XRAY	2.6	0.28	1
4PN6A	213	XRAY	3	0.22	0.24
4LDVA	362	XRAY	1.45	0.21	0.24
1XNFA	275	XRAY	1.98	0.17	0.21
1W7JA	795	XRAY	2	0.2	0.22
4JYLA	265	XRAY	2.37	0.16	0.19
2CQZA	177	XRAY	2.6	0.2	0.23
5G49B	95	XRAY	2.3	0.16	0.2
4Y4O1T	146	XRAY	2.3	0.21	0.25
2V8QB	87	XRAY	2.1	0.21	0.24
5WOFA	102	XRAY	1.65	0.18	0.2
4U4RC7	136	XRAY	2.8	0.21	0.25
3RC1A	350	XRAY	1.71	0.2	0.23
5CWMA	239	XRAY	2.9	0.22	0.25
5X2HA	835	XRAY	2.3	0.2	0.23
2O0TA	467	XRAY	2.33	0.19	0.24
5FQ1A	112	XRAY	1.76	0.19	0.22
3UIMA	326	XRAY	2.2	0.24	0.28
5Y80B	148	XRAY	2.5	0.23	0.28
5WFIA	303	XRAY	1.85	0.16	0.2
4F2MA	221	XRAY	3	0.22	0.25
5GRUL	228	XRAY	1.96	0.2	0.24
4UMWA	732	XRAY	2.71	0.23	0.24
3EXVA	213	XRAY	1.45	0.19	0.23
2IGVA	173	XRAY	1.67	0.2	0.22
4BEMA	82	XRAY	2.1	0.18	0.22
3TEQA	101	XRAY	1.9	0.22	0.25
5EOVA	220	XRAY	1.7	0.19	0.22
3KZKA	359	XRAY	1.9	0.22	0.25
2OIFA	162	XRAY	1.8	0.2	0.25
5D2NC	203	XRAY	2.1	0.2	0.25
1TEJA	64	XRAY	1.9	0.21	0.25
1ZGHA	260	XRAY	2.05	0.21	0.24
5TSAA	309	XRAY	2.4	0.21	0.26
2G40A	224	XRAY	1.7	0.18	0.22
4LD6A	117	XRAY	1.7	0.17	0.2
1OFUX	119	XRAY	2.1	0.22	0.26
4N1LA	105	XRAY	1.99	0.18	0.22
1G0DA	695	XRAY	2.5	0.2	0.25
5UZ0A	601	XRAY	1.79	0.2	0.23
6FDFA	334	XRAY	1.7	0.17	0.2
3HLTA	266	XRAY	2.3	0.22	0.27
3M1YA	217	XRAY	2.4	0.23	0.27
3NG9A	736	XRAY	2.5	0.23	0.25
3QY9A	243	XRAY	1.8	0.2	0.23
3CP0A	82	XRAY	1.65	0.17	0.22
3I5RA	83	XRAY	1.7	0.18	0.22
1ECSA	126	XRAY	1.7	0.19	1
3F4LA	345	XRAY	2	0.23	0.26
5U4HA	421	XRAY	1.05	0.16	0.18
1XRSA	516	XRAY	2.8	0.2	0.26
3P57P	112	XRAY	2.19	0.23	0.27
1AH4A	315	XRAY	2	0.2	0.28
3DAQA	292	XRAY	1.45	0.13	0.16
5VEVA	431	XRAY	1.9	0.17	0.2
3QANA	538	XRAY	1.95	0.22	0.28
5NIOA	216	XRAY	1.4	0.18	0.2
4J8QA	227	XRAY	2.5	0.2	0.25
5JHMA	416	XRAY	2	0.21	0.24
5LP5A	594	XRAY	2.74	0.26	0.29
2O9UX	97	XRAY	1.15	0.2	0.17
4RXUA	367	XRAY	1.4	0.13	0.18
3GVYA	161	XRAY	2.8	0.23	0.28
3R0PA	127	XRAY	1.9	0.18	0.21
2PX2A	269	XRAY	2	0.2	0.27
3VH8G	316	XRAY	1.8	0.21	0.24
4H3ZA	276	XRAY	2.15	0.19	0.23
3UB2A	146	XRAY	2.4	0.25	0.26
2IWNA	97	XRAY	1.35	0.15	0.17
1AFSA	323	XRAY	2.5	0.19	0.24
5XYVC	60	XRAY	2.1	0.22	0.25
3IO1A	445	XRAY	2.5	0.22	0.26
4BZYA	702	XRAY	2.75	0.19	0.23
3HSAA	126	XRAY	1.99	0.19	0.23
3K6YA	237	XRAY	1.3	0.17	0.2
1JOIA	128	XRAY	2.05	0.17	0.24
5X6BI	417	XRAY	2.6	0.23	0.26
5TW1C	1169	XRAY	2.76	0.24	0.28
1J3BA	529	XRAY	2	0.21	0.23
1WUWA	45	XRAY	1.9	0.17	0.21
4M02A	204	XRAY	1.59	0.17	0.2
1VE4A	206	XRAY	1.2	0.23	0.25
3MPYA	103	XRAY	2	0.23	0.28
2OHOA	273	XRAY	2.25	0.21	0.21
4FVGA	133	XRAY	1.8	0.2	0.24
3ALFA	353	XRAY	1.2	0.18	0.19
2BIVA	243	XRAY	1.7	0.2	0.23
3FQ3A	197	XRAY	1.9	0.17	0.21
1WR8A	231	XRAY	1.6	0.2	0.21
4J42A	93	XRAY	1.28	0.16	0.17
1YF3A	259	XRAY	2.29	0.22	0.27
4IV9A	557	XRAY	1.95	0.19	0.24
4M1QA	339	XRAY	1.6	0.18	0.2
5XILA	512	XRAY	1.9	0.18	0.2
5JEQA	236	XRAY	1.9	0.23	0.28
4ZLTF	70	XRAY	3	0.22	0.27
3MSVA	393	XRAY	2.18	0.21	0.26
3I3CA	75	XRAY	2.48	0.27	0.3
2OYRA	258	XRAY	2	0.21	0.23
2NYIA	195	XRAY	1.8	0.18	0.21
6GKPA	316	XRAY	1.5	0.14	0.17
2EWFA	610	XRAY	1.84	0.2	0.24
4XCHA	194	XRAY	2.2	0.19	0.23
4BXIA	153	XRAY	2.2	0.2	0.23
5J1SC	123	XRAY	1.4	0.14	0.19
4LK4A	357	XRAY	2.4	0.19	0.24
4JYKA	212	XRAY	1.7	0.12	0.17
1OQJA	97	XRAY	1.55	0.23	0.21
4HFMA	351	XRAY	1.9	0.17	0.21
2ZNMA	195	XRAY	2.3	0.21	0.26
3VYGC	243	XRAY	1.72	0.19	0.22
5Y20A	52	XRAY	2.41	0.17	0.21
5IXBA	108	XRAY	1.39	0.13	0.16
2JAIA	289	XRAY	2.3	0.2	0.26
4G3OA	58	XRAY	1.6	0.16	0.19
2ISNA	364	XRAY	1.9	0.24	0.28
2V25A	259	XRAY	1.49	0.17	0.18
2YGWA	460	XRAY	2.8	0.21	0.26
3KDFB	132	XRAY	1.98	0.19	0.21
4OICB	467	XRAY	2	0.17	0.2
3QVSA	392	XRAY	1.7	0.2	0.24
1QGJA	300	XRAY	1.9	0.17	0.2
4KTYA	738	XRAY	1.98	0.17	0.21
3OI8A	156	XRAY	1.99	0.18	0.23
1TX4A	198	XRAY	1.65	0.17	0.21
4Y91A	95	XRAY	2.66	0.19	0.25
1GWUA	309	XRAY	1.31	0.17	0.19
1WTHD	391	XRAY	2.8	0.22	0.28
1QTQA	553	XRAY	2.25	0.24	0.25
1GXYA	226	XRAY	1.71	0.19	0.22
3FA5A	282	XRAY	1.9	0.21	0.25
4IYLA	93	XRAY	2.36	0.25	0.28
3RNVA	158	XRAY	2	0.25	0.27
5LVAA	174	XRAY	2.53	0.19	0.24
3PZ8A	106	XRAY	2.87	0.23	0.27
5W15A	275	XRAY	1.75	0.17	0.19
1IXXA	129	XRAY	2.5	0.18	0.22
3FXAA	201	XRAY	1.6	0.14	0.16
5KOHA	499	XRAY	1.83	0.13	0.15
3O4AA	142	XRAY	1.45	0.19	0.21
4JG9A	174	XRAY	2.42	0.18	0.21
3TR9A	314	XRAY	1.9	0.17	0.21
2QTVB	167	XRAY	2.5	0.21	0.26
3BB0A	609	XRAY	1.5	0.17	0.19
3R3TA	99	XRAY	2.3	0.23	0.23
5EJDB	477	XRAY	2.49	0.2	0.22
2A15A	139	XRAY	1.68	0.18	0.21
5WUYA	363	XRAY	2.5	0.21	0.25
2HEWF	152	XRAY	1.45	0.17	0.19
5DM6G	142	XRAY	2.9	0.24	0.27
1FYHB	229	XRAY	2.04	0.24	0.25
4PEDA	393	XRAY	1.64	0.17	0.21
3ELEA	398	XRAY	2.1	0.17	0.22
5B04G	467	XRAY	2.99	0.23	0.27
2IYBE	65	XRAY	2.35	0.2	0.26
2XMXA	271	XRAY	1.67	0.16	0.2
4N1DA	116	XRAY	1.91	0.18	0.2
1ATZA	189	XRAY	1.8	0.17	0.24
4JAKA	167	XRAY	2	0.19	0.2
2QQ6A	410	XRAY	2.9	0.26	0.28
3SZDA	405	XRAY	2.31	0.23	0.28
3WCXA	298	XRAY	2	0.16	0.2
3QU5A	243	XRAY	1.24	0.13	0.16
4G4XA	114	XRAY	1.5	0.2	0.21
3HZ6A	511	XRAY	1.65	0.16	0.19
4GTWA	823	XRAY	2.7	0.23	0.28
3TUTA	358	XRAY	1.58	0.2	0.25
2YY5A	348	XRAY	2.55	0.19	0.25
3IABB	140	XRAY	2.7	0.25	0.27
2CKSA	306	XRAY	1.6	0.14	0.17
3A8PA	263	XRAY	2.1	0.21	0.25
1TG6A	277	XRAY	2.1	0.28	0.26
4S0UC	175	XRAY	2.35	0.24	0.29
4K6NA	383	XRAY	1.9	0.17	0.2
3C4AA	381	XRAY	2.3	0.2	0.26
3O7VX	124	XRAY	2.1	0.24	0.28
4DVJA	363	XRAY	1.99	0.17	0.21
3EBXA	62	XRAY	1.4	0.18	1
3HE8A	149	XRAY	1.9	0.19	0.22
4M5DB	297	XRAY	1.97	0.21	0.24
4J7AA	374	XRAY	1.49	0.15	0.17
7A3HA	303	XRAY	0.95	0.11	0.13
1B8DA	164	XRAY	1.9	0.17	0.23
3UV9A	186	XRAY	1.55	0.15	0.2
3VYKA	129	XRAY	1.5	0.21	0.22
2R8RA	228	XRAY	2.3	0.17	0.22
3MDKA	217	XRAY	1.85	0.22	0.26
4K84A	215	XRAY	1.9	0.17	0.21
3MVKA	148	XRAY	1.65	0.18	0.2
2BJOA	136	XRAY	2.1	0.16	0.2
5IN1A	72	XRAY	1.4	0.18	0.2
1XIZA	159	XRAY	2	0.21	0.28
4GXBA	280	XRAY	1.8	0.18	0.2
4MHPA	326	XRAY	1.1	0.17	0.19
3R0HA	206	XRAY	2.6	0.2	0.26
3BJQA	316	XRAY	2.05	0.19	0.23
5JA1B	74	XRAY	3	0.19	0.23
4XI8A	222	XRAY	2.95	0.24	0.28
1CJXA	357	XRAY	2.4	0.22	0.28
2QTPA	194	XRAY	2.1	0.21	0.26
4MAXA	123	XRAY	1.44	0.17	0.19
4PYSA	506	XRAY	1.82	0.17	0.19
6BJAA	397	XRAY	1.6	0.15	0.17
1E3DB	542	XRAY	1.8	0.17	0.22
3LRPA	181	XRAY	2.5	0.19	0.25
1PWHA	327	XRAY	2.6	0.26	0.26
3IQWA	334	XRAY	3	0.23	0.27
6H21A	345	XRAY	1.8	0.18	0.21
1Y56A	493	XRAY	2.86	0.18	0.23
5MXCA	325	XRAY	1.14	0.14	0.15
5G0AA	483	XRAY	1.7	0.17	0.2
4IHZA	165	XRAY	1.5	0.17	0.21
5I5DA	586	XRAY	1.64	0.19	0.22
1X3XA	82	XRAY	1.8	0.19	0.24
5I7WA	363	XRAY	1.95	0.18	0.21
2DVKA	188	XRAY	1.8	0.23	0.25
4HCJA	177	XRAY	1.12	0.12	0.13
2H4OA	76	XRAY	2.8	0.26	0.3
5JMUA	226	XRAY	1.54	0.16	0.19
2B8IA	77	XRAY	1.8	0.2	0.23
4A20A	98	XRAY	1.78	0.2	0.25
2C3BA	172	XRAY	1.85	0.19	0.21
4WP2A	61	XRAY	1.7	0.2	0.24
3PUAA	392	XRAY	1.89	0.17	0.21
4DHDA	358	XRAY	1.65	0.18	0.21
3K2IA	422	XRAY	2.4	0.19	0.25
4E8BA	251	XRAY	2.25	0.21	0.25
3F6YA	262	XRAY	1.45	0.15	0.18
5BNXC	70	XRAY	2.31	0.19	0.21
6GAPA	261	XRAY	2.15	0.21	0.25
5H12A	775	XRAY	2.5	0.22	0.27
3GHJA	141	XRAY	1.47	0.17	0.18
5AB4A	425	XRAY	1.75	0.2	0.21
2ZEJA	184	XRAY	2	0.2	0.25
5JIGA	127	XRAY	1	0.14	0.17
3OQIA	257	XRAY	1.7	0.17	0.18
1TJLA	151	XRAY	2	0.23	0.27
4GHKA	444	XRAY	2.25	0.18	0.23
2QI9A	326	XRAY	2.6	0.26	0.28
1U7KA	131	XRAY	1.85	0.21	0.24
2J7AC	159	XRAY	2.3	0.2	0.24
5WJBA	137	XRAY	2.91	0.25	0.3
2BP3A	97	XRAY	2.32	0.22	0.26
3DH0A	219	XRAY	2.72	0.23	0.3
4GPRA	151	XRAY	1.6	0.17	0.2
3LSZA	225	XRAY	1.7	0.21	0.23
2I33A	258	XRAY	1.57	0.17	0.21
3GQPB	145	XRAY	2	0.25	0.3
5KECA	237	XRAY	1.95	0.2	0.24
3HI0A	508	XRAY	2.3	0.19	0.23
3NJRA	204	XRAY	2.7	0.19	0.27
5DN8A	446	XRAY	1.76	0.17	0.2
5IYZA	451	XRAY	1.8	0.17	0.2
2O0YA	260	XRAY	2	0.18	0.23
2QLZA	232	XRAY	2.5	0.23	0.27
1B66A	140	XRAY	1.9	0.23	0.26
2X1PA	127	XRAY	1.1	0.2	0.22
4QTPA	144	XRAY	1.9	0.17	0.19
3LXRF	192	XRAY	1.68	0.17	0.22
3WTGA	142	XRAY	2.3	0.2	0.26
1OI0A	124	XRAY	1.5	0.21	0.24
3DA0A	136	XRAY	1.65	0.17	0.2
6F1EA	175	XRAY	2.3	0.23	0.3
1VC3B	96	XRAY	1.5	0.21	0.25
3MW8A	240	XRAY	1.65	0.18	0.2
1U2EA	289	XRAY	2.1	0.22	0.28
3H35A	185	XRAY	2.15	0.18	0.21
4KF9A	329	XRAY	2.3	0.16	0.18
3EGLA	277	XRAY	2.41	0.18	0.22
1T61C	227	XRAY	1.5	0.2	0.2
5X9KA	168	XRAY	1.8	0.2	0.25
4GEVA	264	XRAY	1.3	0.13	0.15
4YBBCV	102	XRAY	2.1	0.22	0.23
5J3TB	242	XRAY	1.6	0.19	0.22
4OZUA	394	XRAY	1.65	0.17	0.2
5TEDA	226	XRAY	1.89	0.18	0.22
1NGZA	213	XRAY	1.6	0.21	0.23
5TG9A	332	XRAY	2.75	0.23	0.28
5AIZA	124	XRAY	1.7	0.16	0.2
3ZQ7A	102	XRAY	2.52	0.24	0.28
2RC8A	294	XRAY	1.45	0.15	0.18
3VGPA	164	XRAY	1.75	0.23	0.25
4PK9A	373	XRAY	1.96	0.19	0.22
3Q7HA	195	XRAY	2.5	0.17	0.21
3DV9A	247	XRAY	1.72	0.17	0.21
5IHXA	395	XRAY	2.3	0.18	0.22
5YX2A	285	XRAY	2.65	0.19	0.22
2PIIA	112	XRAY	1.9	0.13	1
3P54A	406	XRAY	2.1	0.18	0.22
5HVFB	119	XRAY	2.85	0.19	0.23
2AMLA	373	XRAY	1.5	0.14	0.17
2ESSA	248	XRAY	1.9	0.17	0.21
3M97X	140	XRAY	1.33	0.2	0.23
5THMA	533	XRAY	2.15	0.16	0.21
3BCGA	215	XRAY	2.48	0.21	0.27
5U3FA	368	XRAY	1.69	0.18	0.21
2HFGR	51	XRAY	2.61	0.2	0.25
2FUEA	262	XRAY	1.75	0.2	0.24
1F4NA	63	XRAY	1.9	0.2	0.24
3UNFK	204	XRAY	2.9	0.24	0.28
2VPJA	301	XRAY	1.85	0.16	0.22
2F68X	313	XRAY	1.95	0.29	0.25
3F7WA	288	XRAY	1.85	0.17	0.2
4OBMA	259	XRAY	2.15	0.2	0.24
3IFRA	508	XRAY	2.3	0.21	0.26
4JXTA	138	XRAY	1.9	0.19	0.24
5WFYA	136	XRAY	1.4	0.14	0.18
2Q0DA	353	XRAY	2	0.22	0.25
4K7EA	236	XRAY	2.2	0.2	0.22
3IQLA	71	XRAY	1.4	0.13	0.15
1OZNA	285	XRAY	1.52	0.17	0.2
1SJVA	114	XRAY	1.94	0.21	0.23
2O95A	187	XRAY	1.95	0.2	0.24
4TVCA	1108	XRAY	1.85	0.16	0.2
6CKGA	330	XRAY	2	0.18	0.23
4EZBA	317	XRAY	2.1	0.2	0.24
3CMNA	372	XRAY	2.25	0.25	0.29
3TBIB	228	XRAY	3	0.25	0.29
1FNDA	314	XRAY	1.7	0.17	1
5Y63A	183	XRAY	2.87	0.21	0.25
4GRWH	123	XRAY	2.55	0.18	0.22
3ZZQA	65	XRAY	1.75	0.17	0.19
1UOKA	558	XRAY	2	0.19	0.25
5NJIA	322	XRAY	1.6	0.17	0.19
4YH8A	216	XRAY	1.7	0.19	0.22
4GLWA	305	XRAY	2	0.21	0.26
1ZQ7A	207	XRAY	2.11	0.21	0.25
2RA6A	166	XRAY	1.5	0.23	0.24
6BVAA	86	XRAY	2.66	0.22	0.26
4Y4O1V	101	XRAY	2.3	0.21	0.25
4A4IA	90	XRAY	1.95	0.18	0.23
4LGVA	490	XRAY	2.3	0.19	0.22
5NGOA	194	XRAY	2.5	0.24	0.26
5HC0A	365	XRAY	1.4	0.13	0.16
4UZYA	651	XRAY	2.48	0.19	0.23
3VG8A	116	XRAY	2.2	0.21	0.25
6C0YA	121	XRAY	1.66	0.19	0.24
4OQYA	290	XRAY	1.9	0.22	0.24
1LR0A	129	XRAY	1.91	0.18	0.22
6BZSA	238	XRAY	2.3	0.21	0.26
2VU9A	444	XRAY	1.6	0.16	0.19
5J4IA	453	XRAY	2.21	0.2	0.21
1C8NA	276	XRAY	2.25	0.25	0.27
2Q7WA	396	XRAY	1.4	0.16	0.19
4WV4A	102	XRAY	1.91	0.21	0.24
5WWOC	131	XRAY	2.4	0.17	0.23
2NRKA	173	XRAY	1.65	0.18	0.21
4N9NA	438	XRAY	2.9	0.26	0.27
5OCKH	221	XRAY	1.6	0.18	0.22
3L2CA	110	XRAY	1.87	0.2	0.23
1TF4A	605	XRAY	1.9	0.2	0.25
2AU3A	407	XRAY	2	0.2	0.24
3AFNA	258	XRAY	1.63	0.17	0.21
5E31A	644	XRAY	2.3	0.2	0.24
5J7NA	160	XRAY	2.9	0.21	0.23
1GMXA	108	XRAY	1.1	0.13	0.15
5OU7A	181	XRAY	1.9	0.22	0.26
1D7OA	297	XRAY	1.9	0.16	0.23
1YGAA	342	XRAY	2	0.23	0.23
2NPNA	251	XRAY	1.6	0.17	0.2
1GDVA	85	XRAY	1.57	0.2	0.25
2RDQA	288	XRAY	1.31	0.18	0.2
5H7TA	212	XRAY	1.19	0.15	0.16
1HLVA	131	XRAY	2.5	0.22	0.26
3LJEA	130	XRAY	1.8	0.17	0.2
1EZRA	314	XRAY	2.5	0.2	0.26
1LK3L	210	XRAY	1.91	0.19	0.24
3GQSA	106	XRAY	2.2	0.2	0.24
3TVJB	242	XRAY	1.28	0.16	0.2
3UBMA	456	XRAY	1.99	0.2	0.24
4ODSH	222	XRAY	1.94	0.21	0.26
4QJLA	235	XRAY	1.65	0.16	0.21
2IDRA	177	XRAY	1.85	0.21	0.23
2GUZB	65	XRAY	2	0.21	0.25
3HDCA	158	XRAY	1.77	0.18	0.2
1KNXA	312	XRAY	2.5	0.22	0.28
5OL4C	570	XRAY	1.28	0.12	0.14
3LECA	230	XRAY	1.8	0.21	0.25
1FSUA	492	XRAY	2.5	0.19	0.24
3QBOA	364	XRAY	2.36	0.2	0.26
5Y0MA	355	XRAY	1.03	0.12	0.13
5WAMA	108	XRAY	2.45	0.2	0.24
4U9BA	187	XRAY	1.65	0.17	0.2
5U3AA	496	XRAY	0.95	0.11	0.12
5NKQA	128	XRAY	2.17	0.22	0.24
1O60A	292	XRAY	1.8	0.21	0.24
3T8IA	306	XRAY	1.8	0.17	0.21
2NTVA	268	XRAY	2.1	0.22	0.24
5IJXA	384	XRAY	2.63	0.21	0.24
3DODA	448	XRAY	1.9	0.2	0.24
4ZCKA	332	XRAY	2.48	0.2	0.23
5JMOC	117	XRAY	2	0.17	0.2
3TSAA	391	XRAY	1.7	0.18	0.23
1FLJA	260	XRAY	1.8	0.15	0.21
3LTJA	201	XRAY	1.8	0.18	0.23
5L04B	48	XRAY	2.1	0.17	0.23
1VFJA	116	XRAY	1.7	0.2	0.23
2YHAA	388	XRAY	1.85	0.2	0.24
5CEJA	244	XRAY	2.5	0.22	0.26
2H2BA	107	XRAY	1.6	0.2	0.23
4M7OA	278	XRAY	2.02	0.18	0.23
5O9MA	180	XRAY	1.4	0.18	0.2
2FVZA	273	XRAY	2.4	0.21	0.3
3O8OA	787	XRAY	2.9	0.26	0.31
1ZJAA	557	XRAY	1.6	0.18	0.22
5HJSA	283	XRAY	1.72	0.21	0.24
3QOMA	481	XRAY	1.5	0.12	0.13
1GUDA	288	XRAY	1.71	0.17	0.21
2VQ8A	139	XRAY	1.35	0.18	0.22
4F3JA	148	XRAY	1.34	0.14	0.17
5T6JB	92	XRAY	1.75	0.23	0.24
3OBFA	176	XRAY	2.16	0.18	0.22
1FLEI	57	XRAY	1.9	0.2	1
4QFIA	126	XRAY	1.78	0.23	0.25
3U02A	252	XRAY	2.4	0.18	0.24
2VI6A	62	XRAY	2.6	0.22	0.27
2F1KA	279	XRAY	1.55	0.19	0.22
1R0VA	305	XRAY	2	0.18	0.24
3QEKA	384	XRAY	2	0.19	0.23
5KAZA	104	XRAY	1.7	0.19	0.21
2G3BA	208	XRAY	2	0.19	0.24
3AEKA	437	XRAY	2.3	0.19	0.23
2NQBC	123	XRAY	2.3	0.22	0.25
3K2WA	497	XRAY	1.9	0.21	0.27
3T04D	103	XRAY	2.1	0.19	0.25
6BKXA	425	XRAY	1.65	0.17	0.19
5VBNA	527	XRAY	2.35	0.23	0.26
2V7FA	150	XRAY	1.15	0.14	0.15
4N7CA	176	XRAY	1.75	0.19	0.21
1EX7A	186	XRAY	1.9	0.17	0.26
2X4GA	342	XRAY	2.65	0.21	0.25
3CFUA	159	XRAY	2.4	0.23	0.25
2EV1A	222	XRAY	1.6	0.19	0.22
1QQEA	292	XRAY	2.9	0.26	0.28
4DNGA	485	XRAY	2.5	0.18	0.26
2V4IA	173	XRAY	2.2	0.22	0.25
4HI8B	72	XRAY	1.2	0.14	0.17
3SJLC	137	XRAY	1.63	0.14	0.18
5N9XA	529	XRAY	2.4	0.2	0.28
2WZ8A	156	XRAY	1.5	0.13	0.17
5YY8A	328	XRAY	1.98	0.19	0.23
2UVJA	408	XRAY	1.8	0.19	0.22
4QMIA	240	XRAY	1.9	0.18	0.21
4OHJA	229	XRAY	1.28	0.14	0.18
3KW3A	376	XRAY	2.04	0.19	0.23
1MUGA	168	XRAY	1.8	0.2	0.25
5I47A	277	XRAY	2.35	0.2	0.24
4ERSA	96	XRAY	2.64	0.23	0.28
2C9WA	169	XRAY	1.9	0.19	0.23
5ESWA	197	XRAY	2.4	0.17	0.22
3NEQA	66	XRAY	1.25	0.15	0.17
1UNFX	238	XRAY	1.97	0.15	0.19
3Q1DA	47	XRAY	2.15	0.18	0.25
2P0WA	324	XRAY	1.9	0.18	0.23
4O2WA	404	XRAY	2	0.18	0.22
1JB0E	75	XRAY	2.5	0.2	0.22
3OETA	381	XRAY	2.36	0.19	0.25
1CZPA	98	XRAY	1.17	0.14	0.18
2YMKA	48	XRAY	2.49	0.21	0.27
2EHBD	143	XRAY	2.1	0.22	0.26
2QT1A	207	XRAY	1.32	0.24	0.26
2RB9A	334	XRAY	2	0.18	0.21
